sales_id,Date,Territory,territory_key,Region,region_key,Category,Product,Value,Volume,Customer_Segment,customer_segment_key
SALE-000098,21-07-2025,Delhi,3,South,2,C,P4,51555,411,Online,1
SALE-000099,22-03-2026,Delhi,3,South,2,E,P5,62988,415,Wholesale,3
SALE-000100,27-09-2025,Delhi,3,North,1,E,P2,48246,143,Online,1
SALE-000101,17-12-2025,Bangalore,1,West,3,A,P2,33074,224,Wholesale,3
SALE-000102,31-10-2025,Delhi,3,South,2,D,P5,67035,413,Online,1
SALE-000103,28-09-2025,Chennai,2,North,1,A,P4,56560,265,Wholesale,3
SALE-000104,01-04-2026,Bangalore,1,West,3,C,P3,32825,300,Wholesale,3
SALE-000105,07-04-2026,Mumbai,4,West,3,B,P3,11976,101,Retail,2
SALE-000106,03-08-2025,Mumbai,4,West,3,C,P2,35614,209,Wholesale,3
SALE-000107,09-09-2025,Chennai,2,North,1,D,P3,49264,241,Retail,2
SALE-000108,09-07-2025,Chennai,2,South,2,C,P4,53031,444,Wholesale,3
SALE-000109,23-10-2025,Chennai,2,West,3,D,P3,14352,334,Wholesale,3
SALE-000110,01-08-2025,Chennai,2,North,1,B,P1,86774,39,Wholesale,3
SALE-000111,27-07-2025,Bangalore,1,West,3,B,P4,52235,179,Online,1
SALE-000112,25-08-2025,Chennai,2,North,1,E,P5,75659,40,Online,1
SALE-000113,04-12-2025,Delhi,3,South,2,C,P2,36392,246,Wholesale,3
SALE-000114,02-01-2026,Mumbai,4,South,2,E,P4,48003,63,Online,1
SALE-000115,22-02-2025,Chennai,2,West,3,A,P3,41512,134,Wholesale,3
SALE-000116,07-10-2025,Delhi,3,South,2,A,P4,20333,38,Retail,2
SALE-000117,14-02-2026,Chennai,2,South,2,A,P6,28978,416,Retail,2
SALE-000118,05-08-2025,Delhi,3,North,1,A,P5,65687,262,Wholesale,3
SALE-000119,09-09-2025,Bangalore,1,North,1,A,P6,71490,115,Retail,2
SALE-000120,07-07-2025,Mumbai,4,West,3,C,P4,7217,310,Retail,2
SALE-000121,15-01-2026,Mumbai,4,North,1,E,P5,47235,51,Online,1
SALE-000122,10-02-2025,Bangalore,1,South,2,E,P5,83609,117,Retail,2
SALE-000123,06-06-2025,Delhi,3,North,1,D,P4,69661,224,Wholesale,3
SALE-000124,15-01-2025,Chennai,2,South,2,A,P2,45891,497,Online,1
SALE-000125,28-10-2025,Delhi,3,West,3,B,P2,54453,98,Wholesale,3
SALE-000126,06-03-2025,Mumbai,4,South,2,D,P3,94836,162,Wholesale,3
SALE-000127,11-12-2025,Bangalore,1,North,1,D,P6,90280,332,Wholesale,3
SALE-000128,23-11-2025,Bangalore,1,North,1,C,P4,51978,393,Retail,2
SALE-000129,09-01-2025,Delhi,3,North,1,D,P6,57348,389,Retail,2
SALE-000130,10-12-2025,Delhi,3,North,1,B,P6,25222,337,Online,1
SALE-000131,09-05-2025,Bangalore,1,West,3,E,P4,91379,220,Wholesale,3
SALE-000132,16-05-2025,Mumbai,4,South,2,D,P1,2092,370,Retail,2
SALE-000133,17-04-2026,Chennai,2,North,1,C,P2,33751,61,Wholesale,3
SALE-000134,04-03-2025,Chennai,2,South,2,A,P5,11271,214,Retail,2
SALE-000135,19-05-2025,Delhi,3,West,3,B,P1,74860,390,Wholesale,3
SALE-000136,22-03-2025,Bangalore,1,South,2,A,P4,15502,178,Wholesale,3
SALE-000137,27-01-2026,Bangalore,1,North,1,D,P1,64252,32,Wholesale,3
SALE-000138,12-06-2025,Bangalore,1,South,2,E,P2,74743,403,Retail,2
SALE-000139,23-02-2026,Mumbai,4,North,1,C,P4,66308,372,Retail,2
SALE-000140,16-10-2025,Delhi,3,North,1,B,P6,96481,58,Retail,2
SALE-000141,14-01-2026,Delhi,3,West,3,E,P6,31158,48,Retail,2
SALE-000142,18-09-2025,Delhi,3,West,3,B,P2,77389,109,Online,1
SALE-000143,19-08-2025,Mumbai,4,South,2,C,P1,38073,273,Wholesale,3
SALE-000144,10-02-2025,Delhi,3,South,2,C,P3,66010,316,Retail,2
SALE-000145,28-01-2025,Chennai,2,North,1,D,P5,27832,138,Retail,2
SALE-000146,15-05-2025,Delhi,3,North,1,B,P5,79349,207,Wholesale,3
SALE-000147,20-07-2025,Delhi,3,North,1,D,P3,62736,50,Wholesale,3
SALE-000148,24-11-2025,Delhi,3,North,1,B,P3,86871,359,Wholesale,3
SALE-000149,25-09-2025,Mumbai,4,West,3,B,P3,83392,38,Retail,2
SALE-000150,22-02-2026,Chennai,2,North,1,A,P2,72851,112,Online,1
SALE-000151,02-02-2025,Chennai,2,West,3,D,P4,83760,469,Online,1
SALE-000152,17-02-2025,Bangalore,1,South,2,B,P3,90359,168,Online,1
SALE-000153,11-02-2026,Bangalore,1,South,2,B,P2,47959,131,Online,1
SALE-000154,03-03-2025,Chennai,2,West,3,C,P6,27900,222,Wholesale,3
SALE-000155,04-08-2025,Delhi,3,North,1,A,P1,21154,335,Online,1
SALE-000156,20-10-2025,Delhi,3,South,2,C,P1,79328,347,Online,1
SALE-000157,09-04-2025,Delhi,3,West,3,D,P3,50014,31,Online,1
SALE-000158,21-06-2025,Mumbai,4,South,2,D,P1,83401,272,Online,1
SALE-000159,26-12-2025,Delhi,3,North,1,B,P3,46990,28,Wholesale,3
SALE-000160,02-08-2025,Mumbai,4,West,3,E,P1,33627,429,Wholesale,3
SALE-000161,20-04-2026,Chennai,2,South,2,C,P1,82734,360,Retail,2
SALE-000162,04-02-2025,Delhi,3,North,1,D,P4,59802,165,Wholesale,3
SALE-000163,25-03-2026,Delhi,3,West,3,B,P4,69770,427,Online,1
SALE-000164,15-08-2025,Bangalore,1,West,3,B,P1,69537,329,Retail,2
SALE-000165,11-04-2025,Chennai,2,West,3,C,P4,11505,73,Retail,2
SALE-000166,07-03-2026,Delhi,3,West,3,B,P3,33421,460,Wholesale,3
SALE-000167,07-04-2026,Mumbai,4,South,2,A,P5,23303,412,Retail,2
SALE-000168,11-05-2025,Chennai,2,West,3,E,P3,4169,327,Wholesale,3
SALE-000169,14-09-2025,Bangalore,1,West,3,C,P4,16099,316,Retail,2
SALE-000170,05-01-2025,Chennai,2,West,3,C,P2,5695,320,Online,1
SALE-000171,06-08-2025,Mumbai,4,West,3,C,P1,14431,316,Online,1
SALE-000172,12-09-2025,Bangalore,1,West,3,B,P4,11099,99,Online,1
SALE-000173,02-02-2026,Mumbai,4,North,1,B,P6,79385,36,Retail,2
SALE-000174,25-12-2025,Chennai,2,South,2,C,P6,88080,431,Wholesale,3
SALE-000175,10-10-2025,Bangalore,1,North,1,C,P4,96278,166,Retail,2
SALE-000176,28-01-2026,Mumbai,4,South,2,A,P4,86997,193,Online,1
SALE-000177,26-07-2025,Chennai,2,West,3,D,P6,8937,34,Retail,2
SALE-000178,15-01-2025,Mumbai,4,South,2,A,P3,73361,150,Online,1
SALE-000179,12-12-2025,Delhi,3,West,3,C,P1,14827,94,Online,1
SALE-000180,11-02-2025,Chennai,2,West,3,B,P5,45544,468,Wholesale,3
SALE-000181,15-01-2026,Bangalore,1,North,1,B,P6,1266,179,Online,1
SALE-000182,06-04-2026,Bangalore,1,North,1,C,P6,59479,200,Wholesale,3
SALE-000183,28-06-2025,Delhi,3,North,1,D,P6,80724,301,Retail,2
SALE-000184,04-03-2025,Mumbai,4,South,2,E,P4,97269,327,Wholesale,3
SALE-000185,18-12-2025,Mumbai,4,South,2,E,P2,31298,258,Wholesale,3
SALE-000186,19-08-2025,Bangalore,1,North,1,A,P6,30152,442,Online,1
SALE-000187,29-08-2025,Mumbai,4,North,1,D,P1,71363,94,Online,1
SALE-000188,21-02-2025,Chennai,2,West,3,E,P5,9534,396,Wholesale,3
SALE-000189,06-04-2025,Chennai,2,South,2,D,P6,3808,356,Online,1
SALE-000190,23-01-2026,Bangalore,1,West,3,B,P2,63536,490,Retail,2
SALE-000191,10-08-2025,Chennai,2,South,2,B,P6,80674,358,Retail,2
SALE-000192,11-02-2026,Bangalore,1,North,1,D,P5,4729,283,Online,1
SALE-000193,19-08-2025,Mumbai,4,South,2,C,P5,61476,98,Wholesale,3
SALE-000194,25-08-2025,Mumbai,4,South,2,E,P6,83922,422,Retail,2
SALE-000195,23-05-2025,Mumbai,4,West,3,E,P1,66815,331,Wholesale,3
SALE-000196,20-06-2025,Delhi,3,North,1,B,P3,47106,404,Retail,2
SALE-000197,29-01-2025,Bangalore,1,North,1,A,P2,95498,478,Retail,2
SALE-000198,05-02-2025,Chennai,2,North,1,E,P6,71644,427,Online,1
SALE-000199,13-01-2025,Mumbai,4,West,3,B,P4,3069,288,Online,1
SALE-000200,09-06-2025,Delhi,3,West,3,B,P5,6755,218,Wholesale,3
SALE-000201,23-11-2025,Chennai,2,West,3,D,P2,91747,151,Online,1
SALE-000202,06-07-2025,Chennai,2,South,2,D,P1,54702,41,Online,1
SALE-000203,31-08-2025,Chennai,2,South,2,D,P2,96080,88,Online,1
SALE-000204,27-03-2025,Mumbai,4,West,3,A,P4,73889,2,Retail,2
SALE-000205,11-10-2025,Chennai,2,West,3,E,P4,24012,62,Wholesale,3
SALE-000206,07-03-2025,Bangalore,1,North,1,A,P1,11315,233,Wholesale,3
SALE-000207,19-06-2025,Delhi,3,South,2,A,P2,57812,224,Wholesale,3
SALE-000208,14-02-2025,Chennai,2,South,2,D,P6,3241,120,Online,1
SALE-000209,03-03-2025,Chennai,2,North,1,B,P3,72022,53,Wholesale,3
SALE-000210,17-03-2026,Bangalore,1,North,1,C,P3,82041,57,Wholesale,3
SALE-000211,14-05-2025,Chennai,2,North,1,B,P6,78626,48,Retail,2
SALE-000212,11-10-2025,Mumbai,4,West,3,B,P5,64254,207,Wholesale,3
SALE-000213,28-01-2025,Mumbai,4,West,3,B,P6,64841,134,Online,1
SALE-000214,18-04-2025,Mumbai,4,West,3,B,P5,59866,400,Retail,2
SALE-000215,13-02-2025,Chennai,2,West,3,A,P2,11995,395,Retail,2
SALE-000216,06-12-2025,Delhi,3,West,3,D,P6,94929,109,Retail,2
SALE-000217,13-10-2025,Delhi,3,South,2,D,P5,14010,302,Wholesale,3
SALE-000218,22-03-2026,Chennai,2,South,2,B,P4,45327,73,Retail,2
SALE-000219,27-11-2025,Delhi,3,South,2,C,P1,25425,57,Retail,2
SALE-000220,08-05-2025,Delhi,3,North,1,E,P5,58511,451,Retail,2
SALE-000221,14-12-2025,Chennai,2,South,2,B,P6,78032,263,Wholesale,3
SALE-000222,18-04-2026,Mumbai,4,North,1,B,P3,52592,308,Retail,2
SALE-000223,19-08-2025,Chennai,2,South,2,C,P6,94846,436,Wholesale,3
SALE-000224,09-07-2025,Mumbai,4,West,3,A,P4,34420,30,Online,1
SALE-000225,13-08-2025,Mumbai,4,South,2,B,P3,31976,55,Wholesale,3
SALE-000226,20-01-2026,Delhi,3,West,3,C,P5,89395,150,Online,1
SALE-000227,12-01-2026,Delhi,3,West,3,A,P6,23665,260,Online,1
SALE-000228,10-10-2025,Mumbai,4,South,2,A,P5,92546,5,Online,1
SALE-000229,22-03-2026,Mumbai,4,South,2,B,P4,90490,406,Retail,2
SALE-000230,01-05-2025,Delhi,3,West,3,A,P3,88911,324,Wholesale,3
SALE-000231,26-04-2025,Bangalore,1,North,1,B,P1,84167,360,Wholesale,3
SALE-000232,06-04-2026,Mumbai,4,North,1,B,P1,32765,132,Retail,2
SALE-000233,21-08-2025,Mumbai,4,South,2,D,P4,51776,171,Wholesale,3
SALE-000234,16-09-2025,Mumbai,4,West,3,E,P6,49714,365,Retail,2
SALE-000235,25-12-2025,Delhi,3,North,1,E,P5,82497,15,Retail,2
SALE-000236,17-07-2025,Chennai,2,South,2,D,P6,85636,380,Wholesale,3
SALE-000237,01-04-2026,Mumbai,4,South,2,B,P4,82053,400,Online,1
SALE-000238,15-02-2026,Mumbai,4,West,3,C,P3,33138,234,Online,1
SALE-000239,17-05-2025,Mumbai,4,North,1,A,P1,34592,84,Online,1
SALE-000240,14-11-2025,Chennai,2,South,2,D,P5,94772,186,Retail,2
SALE-000241,14-06-2025,Chennai,2,North,1,D,P3,12754,458,Online,1
SALE-000242,13-08-2025,Mumbai,4,South,2,D,P1,72970,289,Retail,2
SALE-000243,03-11-2025,Mumbai,4,South,2,D,P1,74343,95,Retail,2
SALE-000244,22-08-2025,Bangalore,1,North,1,E,P2,98396,230,Online,1
SALE-000245,21-06-2025,Chennai,2,North,1,B,P5,30920,236,Online,1
SALE-000246,01-06-2025,Bangalore,1,West,3,D,P4,34082,256,Retail,2
SALE-000247,08-04-2026,Mumbai,4,West,3,D,P2,15719,449,Retail,2
SALE-000248,11-11-2025,Mumbai,4,West,3,D,P1,59282,281,Online,1
SALE-000249,09-01-2026,Mumbai,4,West,3,C,P5,72341,293,Wholesale,3
SALE-000250,09-06-2025,Mumbai,4,North,1,C,P5,20318,18,Retail,2
SALE-000251,06-04-2025,Delhi,3,West,3,A,P2,93821,281,Retail,2
SALE-000252,17-04-2026,Delhi,3,North,1,B,P3,7331,376,Online,1
SALE-000253,21-08-2025,Delhi,3,South,2,D,P3,19921,399,Online,1
SALE-000254,29-06-2025,Bangalore,1,North,1,A,P4,64607,452,Online,1
SALE-000255,23-04-2025,Chennai,2,West,3,A,P5,56620,35,Retail,2
SALE-000256,14-11-2025,Mumbai,4,North,1,B,P6,61558,324,Online,1
SALE-000257,18-03-2026,Chennai,2,North,1,C,P2,80153,426,Wholesale,3
SALE-000258,21-02-2025,Delhi,3,North,1,B,P1,69335,125,Wholesale,3
SALE-000259,25-09-2025,Mumbai,4,North,1,A,P3,88763,256,Online,1
SALE-000260,22-10-2025,Mumbai,4,North,1,B,P2,56769,340,Retail,2
SALE-000261,21-01-2026,Bangalore,1,West,3,C,P4,49823,12,Online,1
SALE-000262,22-01-2026,Chennai,2,North,1,A,P4,11199,94,Online,1
SALE-000263,23-04-2025,Bangalore,1,West,3,B,P6,71562,361,Retail,2
SALE-000264,11-04-2025,Delhi,3,South,2,D,P5,71649,150,Wholesale,3
SALE-000265,23-04-2025,Chennai,2,North,1,D,P4,34623,420,Wholesale,3
SALE-000266,16-03-2026,Delhi,3,South,2,B,P4,25601,418,Retail,2
SALE-000267,22-03-2025,Bangalore,1,West,3,B,P6,73945,475,Online,1
SALE-000268,06-07-2025,Bangalore,1,North,1,C,P6,45373,409,Online,1
SALE-000269,23-04-2025,Mumbai,4,South,2,A,P3,9466,423,Retail,2
SALE-000270,02-01-2025,Chennai,2,West,3,B,P3,70156,460,Wholesale,3
SALE-000271,10-05-2025,Chennai,2,South,2,A,P4,57540,59,Retail,2
SALE-000272,08-08-2025,Mumbai,4,North,1,D,P6,10127,460,Retail,2
SALE-000273,23-02-2025,Chennai,2,North,1,A,P5,16166,213,Wholesale,3
SALE-000274,09-12-2025,Delhi,3,North,1,E,P3,32526,434,Retail,2
SALE-000275,12-08-2025,Delhi,3,West,3,C,P3,78558,61,Online,1
SALE-000276,13-08-2025,Bangalore,1,South,2,C,P6,42867,161,Online,1
SALE-000277,20-01-2026,Delhi,3,West,3,A,P4,94099,391,Retail,2
SALE-000278,07-02-2026,Chennai,2,South,2,C,P5,45766,147,Retail,2
SALE-000279,06-05-2025,Mumbai,4,West,3,A,P4,76598,472,Wholesale,3
SALE-000280,10-05-2025,Bangalore,1,North,1,A,P1,36278,493,Retail,2
SALE-000281,22-02-2025,Mumbai,4,South,2,D,P1,2823,148,Online,1
SALE-000282,21-06-2025,Bangalore,1,South,2,A,P6,64381,133,Wholesale,3
SALE-000283,06-08-2025,Bangalore,1,South,2,C,P5,22745,222,Retail,2
SALE-000284,09-06-2025,Mumbai,4,West,3,E,P1,57439,115,Online,1
SALE-000285,17-07-2025,Delhi,3,North,1,B,P6,57325,263,Retail,2
SALE-000286,20-02-2026,Delhi,3,South,2,C,P5,31621,404,Retail,2
SALE-000287,04-09-2025,Delhi,3,West,3,E,P1,69456,175,Wholesale,3
SALE-000288,20-11-2025,Delhi,3,South,2,C,P2,47713,209,Retail,2
SALE-000289,15-03-2026,Mumbai,4,North,1,E,P3,26232,245,Wholesale,3
SALE-000290,22-07-2025,Chennai,2,South,2,C,P6,77279,98,Wholesale,3
SALE-000291,03-07-2025,Bangalore,1,North,1,B,P4,57065,135,Retail,2
SALE-000292,03-05-2025,Mumbai,4,West,3,D,P5,93751,459,Wholesale,3
SALE-000293,05-02-2026,Delhi,3,West,3,D,P1,29470,210,Wholesale,3
SALE-000294,12-09-2025,Delhi,3,North,1,B,P2,13398,478,Wholesale,3
SALE-000295,21-10-2025,Mumbai,4,North,1,C,P1,51443,340,Wholesale,3
SALE-000296,07-10-2025,Bangalore,1,West,3,E,P2,74099,64,Retail,2
SALE-000297,21-11-2025,Mumbai,4,North,1,A,P4,70170,322,Wholesale,3
SALE-000298,07-01-2026,Mumbai,4,North,1,C,P3,9239,263,Retail,2
SALE-000299,08-04-2025,Chennai,2,South,2,B,P3,57998,91,Online,1
SALE-000300,17-07-2025,Mumbai,4,West,3,D,P2,28344,271,Retail,2
SALE-000301,15-04-2026,Chennai,2,West,3,D,P6,84433,339,Wholesale,3
SALE-000302,30-01-2026,Bangalore,1,North,1,C,P1,71760,34,Wholesale,3
SALE-000303,28-08-2025,Mumbai,4,North,1,E,P3,17453,322,Online,1
SALE-000304,24-05-2025,Mumbai,4,North,1,B,P1,78430,412,Online,1
SALE-000305,07-04-2025,Delhi,3,West,3,B,P5,73040,194,Retail,2
SALE-000306,20-07-2025,Mumbai,4,South,2,E,P1,38721,267,Online,1
SALE-000307,04-05-2025,Delhi,3,West,3,E,P6,62440,198,Wholesale,3
SALE-000308,06-07-2025,Delhi,3,South,2,C,P5,62327,440,Retail,2
SALE-000309,22-11-2025,Delhi,3,North,1,C,P5,23078,407,Wholesale,3
SALE-000310,09-04-2026,Bangalore,1,West,3,D,P3,38863,494,Wholesale,3
SALE-000311,15-12-2025,Chennai,2,South,2,D,P5,98338,10,Wholesale,3
SALE-000312,16-09-2025,Delhi,3,West,3,E,P1,5910,481,Wholesale,3
SALE-000313,28-05-2025,Mumbai,4,South,2,A,P4,98039,211,Online,1
SALE-000314,09-09-2025,Mumbai,4,South,2,A,P6,87095,203,Retail,2
SALE-000315,19-03-2026,Delhi,3,West,3,A,P1,87492,408,Wholesale,3
SALE-000316,24-02-2026,Delhi,3,North,1,B,P2,68121,444,Wholesale,3
SALE-000317,07-02-2026,Mumbai,4,West,3,C,P2,24856,376,Retail,2
SALE-000318,12-12-2025,Delhi,3,North,1,E,P1,2433,92,Wholesale,3
SALE-000319,27-03-2026,Chennai,2,South,2,D,P2,84933,109,Retail,2
SALE-000320,27-05-2025,Chennai,2,South,2,A,P4,9554,12,Retail,2
SALE-000321,28-05-2025,Bangalore,1,West,3,D,P2,2299,121,Online,1
SALE-000322,18-12-2025,Delhi,3,West,3,C,P3,51404,220,Retail,2
SALE-000323,18-07-2025,Bangalore,1,North,1,E,P4,58676,375,Retail,2
SALE-000324,04-11-2025,Bangalore,1,North,1,A,P3,95791,5,Retail,2
SALE-000325,21-02-2026,Bangalore,1,West,3,A,P3,56775,275,Wholesale,3
SALE-000326,28-02-2026,Delhi,3,North,1,E,P4,20921,328,Retail,2
SALE-000327,08-05-2025,Bangalore,1,North,1,D,P6,45012,236,Retail,2
SALE-000328,08-02-2025,Chennai,2,West,3,C,P3,42640,37,Online,1
SALE-000329,04-12-2025,Bangalore,1,West,3,C,P2,72037,28,Online,1
SALE-000330,26-12-2025,Chennai,2,South,2,C,P1,68850,300,Online,1
SALE-000331,09-05-2025,Chennai,2,South,2,D,P4,76318,171,Online,1
SALE-000332,24-09-2025,Delhi,3,West,3,D,P1,78029,197,Retail,2
